Name;Country;Genre;YearOfProduction;LengthOfFilm;Translation;Subtitles;OriginalAudio;Director;Cast;Description;QualityOfVideo;FormatOfVideo;Video;Audio;PosterUrl
Удалённая местность / Edge of Winter;;;;;;;;;;;;;;;http://i78.fastpic.ru/big/2016/1003/8a/6fcaf9f5a216d4fe75e969cd4a76b58a.png
Все святые / All Saints;США;драма;2017;01:48:50;;нет;нет;;Кара Буоно, Бэрри Корбин, Джон Корбетт, Дэвид Кит Грегори, Алан Уильямс, Патрик Джонсон, Шонда Пирс, Джессиджеймс Локоррьер, Нельсон Ли;Фильм рассказывает правдивую историю о бывшем продавце Майкле, который стал пастырем. Его первым заданием на новом поприще становится поездка в провинциальный городок в Теннесси, где ему нужно закрыть одну маленькую церковь. Если он успешно справится с заданием, то будет переведен в церковь в большом городе, и это назначение нужно и ему и его семье. Однако с виду простая задача оборачивается непредвиденными сложностями – в городок прибывают беженцы из Бирмы, где бушует война, и приходят в церковь за помощью.;HDRip | All.Saints.2017.P.1080p.BDRip.;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1715 kbps avg, 0.33 bit/pixel;48 kHz, AC3 Dolby Digital, 2/0 (L,R) ch, ~192 kbps;http://i5.imageban.ru/out/2017/12/11/6efa86cbed0010f84d56e2db4f39fa3a.png
Чего хочет Джульетта / L'embarras du choix;Франция;мелодрама, комедия;2017;01:34:06;;нет;нет;;Александра Лами, Арно Дюкре, Джейми Бамбер, Энн Маривин, Сабрина Уазани, Лионель Астье, Жером Коммандёр, Арно Анриет, Франк Дюбоск, Франк Гастамбид;Джульетта все время сталкивается с одной и той же проблемой: ей трудно определиться с выбором. Без участия отца и друзей она не в состоянии решить ни какое платье надеть, ни что заказать в ресторане, ни как провести вечер. Но когда на ее пути одновременно появляются Пол и Этьен, то она впервые решает сделать самостоятельный выбор.;WEB-DLRip | JULIETA_WEB_DL_1080p-BLUEBIRD;AVI;688x304 (2.26:1), 24.000 fps, XviD build 73 ~969 kbps avg, 0.19 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i6.imageban.ru/out/2017/12/25/dd7565ccbb159bba90069ca74818e843.png
Тему;;;;;;;;;;;;;;;http://i89.fastpic.ru/big/2017/1010/af/a2c49b2b9188ac0ee3677825c42805af.jpg
В гостях у Элис / Home Again;США;драма, мелодрама, комедия;2017;01:37:15;;нет;нет;;Риз Уизерспун, Майкл Шин, Нат Вулф, Лэйк Белл, Пико Александр, Кэндис Берген, Лола Флэнери, Джон Рудницкий, Кристин Вудс, Рейд Скотт;Жизнь матери-одиночки из Лос-Анджелеса неожиданно меняется, когда она разрешает трем парням пожить у нее.;;AVI;688x368 (1.87:1), 23.976 fps, XviD build 73 ~933 kbps avg, 0.15 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i6.imageban.ru/out/2017/11/28/69d2cf47c216b92efe1d4e3ad3331b8d.png
Время псов / Hunter's Prayer;;;;;;;;;;;;;;;http://i93.fastpic.ru/big/2017/0730/dc/ddc91a27ed4fc211532d0e9c163394dc.jpg
Прикончи их всех / Kill'em All;;;;;;;;;;;;;;;http://i93.fastpic.ru/big/2017/0617/d3/95fd0cabab9f0340ea32af01f847ffd3.png
Атлантида / Cold Skin;Испания, Франция;ужасы, фантастика, триллер, приключения;2017;01:42:06;;нет;нет;;Рэй Стивенсон, Дэвид Оукс, Аура Гарридо, Джон Бенфилд, Бен Темпле, Иван Гонсалес;После длительного плавания молодой метеоролог Френд прибывает на затерянный в океане остров принять годичную вахту на метеостанции. На острове оказывается лишь суровый и немногословный смотритель маяка Грюнер. Френд довольно быстро понимает, что Грюнер что-то скрывает, старый метеоролог попал в какую-то передрягу, а остров кажется необитаемым только на первый взгляд.;WEB-DLRip | COLD_SKIN_WEB_DL_1080p-BLUEBIRD;AVI;720x304 (2.37:1), 25 fps, XviD build 73 ~1653 kbps avg, 0.30 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;http://i1.imageban.ru/out/2018/01/03/ddd2be297213cf92328aefdd3221ed62.png
Зимняя война / Winter War;Франция;военный, драма;2017;02:21:00;"Любительский (многоголосый закадровый) | ""Синема УС""";нет;нет;;Дэвид Абокайя, Бенуат Дэвин, Наккари Натал, Филипп Кост, Лорен Гио, Энтони Уотерс, Адриен Каус, Максанс Лёрэн, Соня Перес, Эрик Мисмак.;Январь 1945 года. Элитные войска 1-го полка французских парашютистов, сражающиеся на французской земле с ноября 1944 года и уже сурово опробованные кампанией Вогезов, входят в полномасштабные бои, наряду с американскими солдатами. Действительно, борьба за освобождение эльзасской деревни Джебсхайм будет настолько ожесточенной, что позже ее можно назвать, «эльзасским Сталинградом». Капрал Хенак на французской стороне и лейтенант Шаффер на американской стороне являются частью подразделения, которые отвечают за очистку леса, граничащего с деревней от любого присутствия противника и окапываются для дальнейших распоряжений. Страшные климатические условия, при температурах около -20, погружают этих воинов в ад этой эльзасской зимы. В течение нескольких дней солдаты сталкиваются с холодом, страхом и началом немецкого прорыва.;;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1873 kbps avg, 0.36 bit/pixel;48 kHz, AC3 Dolby Digital, 2/0 (L,R) ch, ~192 kbps;http://i2.imageban.ru/out/2018/01/04/be8736cbb568e87f5cdef284a2ecfce8.png
Лапочка 3 / Honey 3: Dare to Dance;;;;;;;;;;;;;;;http://i80.fastpic.ru/big/2016/0826/36/3a9045d698a85d0f77f98d39a147c736.jpg
Релизерам, оформляющим раздачи чужих рипов;;;;;;;;;;;;;;;http://s008.radikal.ru/i305/1711/ce/e7f5bd789356.jpg
Тёмная башня / The Dark Tower;;;;;;Русские (форсированные);нет;;;;;;;;http://i89.fastpic.ru/big/2017/1026/38/3e455de38e6478130a4860e2b7db5338.png
Шоколад / Chocolat;;;;;;;;;;;;;;;http://i78.fastpic.ru/big/2016/0905/0f/b53bb61b5135005e00a0a763118c9f0f.jpg
Ноябрьские преступники / November Criminals;США;драма, криминал, детектив;2017;01:25:46;;нет;нет;;Хлоя Грейс Морец, Энсел Элгорт, Кэтрин Кинер, Дэвид Стрэтэйрн, Терри Кинни, Дэн Флаэрти, Кори Хардрикт, Виктор Уильямс, Элли Маршалл, Ноэль Рамос;18-летний Эддисон распространяет в школе наркотики, оскорбляет учителей, зло шутит надо всеми. Но когда от пули погибает его одноклассник, Эддисон берется за смелое расследование и попутно влюбляется в свою напарницу.;HDRip | November.Criminals.2017.1080p.BDRip.Rus.Eng;AVI;688x384 (1.79:1), 23.976 fps, XviD build 73 ~1072 kbps avg, 0.17 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i5.imageban.ru/out/2017/12/29/02ea549e2b705002b7216206bb5ec128.jpg
Kingsman: Золотое кольцо / Kingsman: The Golden Circle;Великобритания, США;драма, боевик, военный;2017;02:21:02;"Профессиональный (дублированный) | <span class=""post-b""><span class=""p-color"" style=""color: darkblue;"">iTunes</span></span><br/><span class=""post-b"">Субтитры</span>: русские, английские<br/><span class=""post-b"">Оригинальная аудиодорожка</span>: английский<br/><span class=""post-b"">Режиссер</span>: Мэттью Вон / Matthew de Vere Drummond<br/><span class=""post-b"">В ролях</span>: Колин Фёрт, Тэрон Эджертон, Эдвард Холкрофт, Гордон Александр, Марк Стронг, Ханна Альстрём, Кэлвин Демба, Томас Тургус, Тоби Бакаре, Джулианна Мур<br/><span class=""post-b"">Описание</span>: Когда штаб-квартиры секретной службы Kingsman уничтожены, и весь мир оказался в заложниках у неизвестных, британские суперагенты обнаруживают, что в один день вместе с их организацией была еще создана американская разведка Statesman. Теперь эти две элитные спецслужбы должны объединиться и бросить вызов общему безжалостному врагу, чтобы спасти мир, то есть заняться тем, что для Эггси становится обычным делом.<br/><span class=""post-b"">Качество видео</span>: BDRip | <span class=""post-b""><span class=""p-color"" style=""color: gray;"">Kingsman.The.Golden.Circle.2017.1080p.BluRay.AVC.DTS-HD.MA.7.1-FGT</span></span><br/><span class=""post-b"">Формат видео</span>: AVI<span class=""post-br""><br/></span><span class=""post-b"">Видео</span>: 720x304 (2.37:1), 23.976 fps, XviD build 73 ~1453 kbps avg, 0.28 bit/pixel<br/><span class=""post-b"">Аудио</span>: 48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps | <span class=""post-b""><span class=""p-color"" style=""color: darkgreen;"">iTunes</span></span><br/><span class=""post-b"">Аудио</span>: 48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps | Original";русские, английские;английский;;Колин Фёрт, Тэрон Эджертон, Эдвард Холкрофт, Гордон Александр, Марк Стронг, Ханна Альстрём, Кэлвин Демба, Томас Тургус, Тоби Бакаре, Джулианна Мур;Когда штаб-квартиры секретной службы Kingsman уничтожены, и весь мир оказался в заложниках у неизвестных, британские суперагенты обнаруживают, что в один день вместе с их организацией была еще создана американская разведка Statesman. Теперь эти две элитные спецслужбы должны объединиться и бросить вызов общему безжалостному врагу, чтобы спасти мир, то есть заняться тем, что для Эггси становится обычным делом.;BDRip | Kingsman.The.Golden.Circle.2017.1080p.BluRay.AVC.DTS-HD.MA.7.1-FGT;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1453 kbps avg, 0.28 bit/pixel;"48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps | <span class=""post-b""><span class=""p-color"" style=""color: darkgreen;"">iTunes</span></span>";http://i5.imageban.ru/out/2017/12/28/77b30086f47f5f834f4f1101a22e072a.png
