Name;Country;Genre;YearOfProduction;LengthOfFilm;Translation;Subtitles;OriginalAudio;Director;Cast;Description;QualityOfVideo;FormatOfVideo;Video;Audio;PosterUrl
Заложники в Америке / Laid in America;;;;;;;;;;;;;;;http://s008.radikal.ru/i303/1710/03/699e07420eb8.jpg
Последний бросок / Лазарат / Lazarat / The Brave;США;боевик, триллер, криминал;2019;01:42:56;;нет;нет;Уильям Кауфман / William Kaufman;;;;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~1634 kbps avg, 0.31 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;https://a.radikal.ru/a40/1912/6b/021275328415.jpg
В погоне за ветром / Ride Like a Girl;Австралия;драма, биография, спорт;2019;01:38:08;;нет;нет;Рэйчел Гриффитс / Rachel Griffiths;;Только раз в году в сердце Австралии проходит самый престижный конный турнир — Кубок Мельбурна. Это роскошный праздник, где красота дамских шляпок уступает лишь великолепию самих гонок. Для всех она — выскочка, девочка из глубинки, которой не место в спорте королей. И за право участвовать в Кубке ей придется рискнуть всем, даже своей жизнью.;BDRip | Ride Like a Girl 2019 1080p Bluray Remux AVC DTS-HD MA 5.1-PmP;AVI;720x384 (1.88:1), 24.000 fps, XviD build 73 ~1742 kbps avg, 0.26 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;https://d.radikal.ru/d13/2001/aa/decac20ececb.png
Атлантида / Cold Skin;Испания, Франция;ужасы, фантастика, триллер, приключения;2017;01:42:06;;нет;нет;;Рэй Стивенсон, Дэвид Оукс, Аура Гарридо, Джон Бенфилд, Бен Темпле, Иван Гонсалес;После длительного плавания молодой метеоролог Френд прибывает на затерянный в океане остров принять годичную вахту на метеостанции. На острове оказывается лишь суровый и немногословный смотритель маяка Грюнер. Френд довольно быстро понимает, что Грюнер что-то скрывает, старый метеоролог попал в какую-то передрягу, а остров кажется необитаемым только на первый взгляд.;WEB-DLRip | COLD_SKIN_WEB_DL_1080p-BLUEBIRD;AVI;688x288 (2.39:1), 25 fps, XviD build 73 ~880 kbps avg, 0.18 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i1.imageban.ru/out/2018/01/03/ddd2be297213cf92328aefdd3221ed62.png
Чистокровные / Thoroughbreds;США;триллер, драма;2017;01:32:04;Профессиональный (полное дублирование) | ViP Premiere;нет;нет;;Аня Тейлор-Джой, Оливия Кук, Антон Ельчин, Пол Спаркс, Кайли Вернофф, Фрэнси Свифт, Леа Просито, Макс Рипли, Шанти Спиллейн, Ксавье Диллингем;Дороги двух подруг из пригорода Коннектикута разошлись, и девушки не виделись несколько лет. Когда они снова встречаются, то решают восстановить свою былую дружбу. При более тесном общении девушки замечают, что они обе очень изменились, и даже стали способными на убийство.;BDRip | Thoroughbreds.2017.BDRemux.1080p.MediaClub;AVI;688x288 (2.39:1), 23.976 fps, XviD build 73 ~991 kbps avg, 0.21 bit/pixel;48 kHz, MPEG Layer 3, 2 ch, ~128.00 kbps avg;http://i3.imageban.ru/out/2018/06/03/c198278a671e9d4b39971e0893949990.jpg
Сирано. Успеть до премьеры / Edmond;Франция, Бельгия;драма, комедия, история;2018;01:52:15;;нет;нет;;Тома Соливерес, Оливье Гурме, Матильда Сенье, Том Либ, Люси Бужена, Элис де Ланкесэ, Клементин Селарье, Игорь Готсман, Доминик Пинон, Симон Абкарян;Декабрь 1897 года, Париж. Эдмону Ростану нет и тридцати, а у него двое детей, которых надо кормить и одевать. Прошло уже два года, как он не может ничего написать. В отчаянии он обещает своему патрону принести новую грандиозную и уморительную пьесу в стихах. Обрадованный патрон назначает дату премьеры. Проблема в том, что у Эдмона пока есть только одно название. Он непременно должен уложиться в строки, игнорируя капризы актрис, идиотские требования продюсеров, ревность собственной жены, любовные аферы его лучшего друга, и, несмотря на тот факт, что в его успех не верит никто, включая его самого.;;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~1463 kbps avg, 0.28 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;https://i3.imageban.ru/out/2019/05/21/1516accb68717092f0c8a19dd086118f.jpg
Новизна / Newness;США;драма, мелодрама;2017;01:56:46;;нет;нет;;Николас Холт, Лайа Коста, Дэнни Хьюстон, Мэттью Грей Гублер, Люк Байбак, Рене Каде, Эва Сеха, Эльза Кокерел, Кортни Итон;Пара свободных минут, доступ в интернет и идеальное приложение для знакомств — все что нужно для быстрого поиска партнера на пару часов. 21 век. Своеобразная рулетка для любителей свиданий и дружеского секса без обязательств. Усилий никаких не требуется, вам остается только перемещаться по экрану смартфона легким скольжением пальцев, привередливо сжав губы. Дефицита вариантов нет. Одиночество в сети или зависимость? Случайная ночная встреча Габи и Мартина на пару часов, казалось бы, не должна была ничего изменить. Но что-то пошло не так. И быстрое знакомство переросло в серьезные отношения, к которым, как оказалось, не были готовы ни он, ни она.;;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1389 kbps avg, 0.26 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;http://i1.imageban.ru/out/2018/01/01/acaa84990902fca7afe531121aff3892.jpg
"Маяк / The Lighthouse
«Ты что-то скрываешь, да?»";;;;;;;;;;;;;;;https://b.radikal.ru/b36/2001/c8/255bf7b3a82d.jpg
"Дэдпул 2 / Deadpool 2
«Беда не приходит одна»[Расширенная версия / Super Duper Cut]";;;;;;;;;;;;;;;http://i2.imageban.ru/out/2018/08/19/6db28835edb1bd0ecd9a614b4653b78e.png
Репортерша / Whiskey Tango Foxtrot;;;;;;;;;;;;;;;http://i79.fastpic.ru/big/2016/0721/c9/d0d076f4509ee3913b342fa3a634aec9.jpg
Давно потерянный / Long Lost;США;триллер, драма, детектив;2018;"01:34:37<span class=""post-br"">";;нет;нет;;Адам Веплер, Катрин Коркоран, Николас Туччи;Когда Сет получает приглашение посетить особняк сводного брата-миллионера Ричарда, о существовании которого и не подозревал, он решает не отказываться. Неожиданно объявившийся родственник встречает парня в огромном поместье, оборудованном бассейном и домашним кинотеатром, но главной изюминкой дома оказывается Эбби — сексуальная красотка, живущая с Ричардом. Длительные выходные начинаются отлично, однако вызывающее поведение Эбби, а также странное отношение со стороны брата, заставляют Сета сомневаться в том, что его пригласили ради воссоединения семьи...;;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~2020 kbps avg, 0.38 bit/pixel;48 kHz, AC3 Dolby Digital, 2/0 (L,R) ch, ~192 kbps;https://i3.imageban.ru/out/2019/04/27/ee0a97373fa2bfa3856e127acd3d97ee.png
Плейбой под прикрытием / Nicky Larson et le parfum de Cupidon;Франция;боевик, комедия, криминал;2018;01:31:12;;нет;нет;;Филипп Лашо, Элоди Фонтан, Тарек Будали, Жюльен Аррути, Дидье Бурдон, Памела Андерсон, Жерар Жюньо, Камел Генфу, Одри Лами, Шанталь Ладезу;Частный детектив (и ловелас по совместительству), известный как Городской Охотник, получает на руки запутанное дело. По просьбе своей эффектной и неприступной напарницы сыщик соглашается взяться за работу. Теперь плейбою под прикрытием предстоит отправиться в Монако - на территорию больших денег и красивых женщин...;BDRip | NICKY_LARSON_ELPDC_2019_BLUEBIRD;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~1891 kbps avg, 0.36 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;https://i6.imageban.ru/out/2019/07/05/a0db7bf094d4a824cb4ef0eaf5a5c136.png
Звук тишины / The Sound of Silence;США;драма;2019;01:27:25;;нет;нет;Майкл Тибурски / Michael Tyburski;;Питер Люциан - представитель одной из самых экзотических профессий на свете: этот замкнутый, холодный, всегда с иголочки одетый в твид умник с академическим образованием в области теории классической музыки стал настройщиком. Только не гитар и роялей, а домов - специалистом по саунду квартир, способным устранить (или хотя бы сгладить) те звуковые рельефы, что вызывают беспокойство и уныние. Новой клиенткой Питера становится Эллен, только что переехавшая в Нью-Йорк и страдающая синдромом хронической усталости.;;AVI;704x352 (2.00:1), 23.976 fps, XviD build 67 ~1917 kbps avg, 0.32 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;https://b.radikal.ru/b24/2003/55/1fe88bc08b0b.jpg
Стеклянный замок / The Glass Castle;США;драма, биография;2017;02:06:56;;нет;английский;;Бри Ларсон, Вуди Харрельсон, Наоми Уоттс, Элла Андерсон, Чандлер Хэд, Макс Гринфилд, Джош Барклай Карас, Чарли Шотуэлл, Иэн Армитедж, Сара Снук;В центре сюжета, основанного на реальных событиях, оказывается главная героиня по имени Джаннетт Уоллс. Юная девочка родилась и растет в крайне эксцентричном семействе, где все - свободолюбивые нонконформисты, которые не признают вообще никаких ограничений, законов и правил. Большая семья живет сумасшедшей жизнью: они постоянно в дороге, меняют бесконечные места жительства, прячутся от правоохранительных органов, попадают во всевозможные передряги.;BDRip | The.Glass.Castle.2017.BDRemux.TeamHD-potroks;AVI;704x288 (2.44:1), 23.976 fps, XviD build 73 ~1620 kbps avg, 0.33 bit/pixel;;https://i1.imageban.ru/out/2019/02/08/3dbf970c65c30c95ad4dc55b9d1a4ec3.jpg
Бамблби / Bumblebee;США;фантастика, боевик, приключения;2018;01:53:53;;русские (Forced, full), английские;английский;;Дилан О’Брайен, Хейли Стайнфелд, Хорхе Лендеборг мл., Джон Сина, Джейсон Йен Дракер, Памела Адлон, Стивен Шнайдер, Рикардо Хойос, Джон Ортис, Глинн Тёрмен;1987 год. Скрываясь от преследования, Бамблби находит убежище на автомобильной свалке в калифорнийском городке, где живет Чарли. Девушке скоро исполнится 18, она стремится найти свое место в жизни. И именно она наталкивается на покореженного и сломленного Бамблби. Приведя его в чувство, Чарли моментально осознает: на ее пути оказался не простой желтый Фольксваген Жук…;;AVI;704x400 (1.76:1), 23.976 fps, XviD build 73 ~1897 kbps avg, 0.28 bit/pixel;"48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~448 kbps | <span class=""post-b""><span class=""p-color"" style=""color: darkgreen;"">rus</span></span>";https://i3.imageban.ru/out/2019/03/23/f4039f7f6244fb66e7ae4ec307cfbd18.jpg
Виктория Готти: дочь моего отца / Victoria Gotti: My Father's Daughter;США;драма, криминал;2019;01:26:15;"Любительский (многоголосый закадровый) | <span class=""post-b""><span class=""p-color"" style=""color: darkblue;"">HDRezka Studio</span></span><br/><span class=""post-b"">Субтитры</span>: английские<br/><span class=""post-b"">Оригинальная аудиодорожка</span>: английский<br/><span class=""post-b"">Режиссер</span>: Кэтрин Киран / Catherine Cyran<br/><span class=""post-b"">В ролях</span>: Зои Сьеверт, Ронда Дент, Морис Бенард, Челси Фрай, Виктория Готти, Стайл Дэйн, Далиас Блейк, Наоми Леви<br/><span class=""post-b"">Описание</span>: В центре сюжета оказывается история жизни Виктории Готти, дочери печально известного босса мафии из семьи Гамбино, умершего в тюремной больнице в Миссури в возрасте 61 года от рака горла. Будучи автором нескольких книг, в одной из них она изложила собственные мемуары, в которых отразились события с момента ее рождения в 1962 году, до смерти отца в 2002-м. В фильме ключевыми эпизодами являются отношения Виктории с Кармине Агнелло, ее первым парнем и будущим мужем, а также трагическая гибель ее 12-летнего брата Фрэнка.<br/><br/><span class=""post-b"">Качество видео</span>: WEB-DLRip<br/><span class=""post-b"">Формат видео</span>: AVI<span class=""post-br""><br/></span><span class=""post-b"">Видео</span>: 720x400 (1.80:1), 23.976 fps, XviD build 73 ~2021 kbps avg, 0.29 bit/pixel<br/><span class=""post-b"">Аудио 1</span>: 48 kHz, AC3 Dolby Digital, 2/0 (L,R) ch, ~192 kbps | <span class=""post-b""><span class=""p-color"" style=""color: darkblue;"">RUS</span></span><br/><span class=""post-b"">Аудио 2</span>: 48 kHz, AC3 Dolby Digital, 2/0 (L,R) ch, ~192 kbps | ENG";английские;английский;;Зои Сьеверт, Ронда Дент, Морис Бенард, Челси Фрай, Виктория Готти, Стайл Дэйн, Далиас Блейк, Наоми Леви;В центре сюжета оказывается история жизни Виктории Готти, дочери печально известного босса мафии из семьи Гамбино, умершего в тюремной больнице в Миссури в возрасте 61 года от рака горла. Будучи автором нескольких книг, в одной из них она изложила собственные мемуары, в которых отразились события с момента ее рождения в 1962 году, до смерти отца в 2002-м. В фильме ключевыми эпизодами являются отношения Виктории с Кармине Агнелло, ее первым парнем и будущим мужем, а также трагическая гибель ее 12-летнего брата Фрэнка.;;AVI;720x400 (1.80:1), 23.976 fps, XviD build 73 ~2021 kbps avg, 0.29 bit/pixel;;https://c.radikal.ru/c11/2004/ce/c004f154414b.png
Чёрный и синий / Black and Blue;США;боевик, триллер, драма, криминал;2019;01:47:57;;русские, английские;английский;Деон Тейлор / Deon Taylor;;Камера закрепленная на теле полицейской-новобранца из Детройта фиксирует факты коррупционных связей местной полиции и криминальных банд. И теперь, чтобы уничтожить отснятый материал, на главную героиню устраивают масштабную облаву.;BDRip | Black.and.Blue.2019.Lic.BDREMUX.1080p.seleZen;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1982 kbps avg, 0.38 bit/pixel;;https://d.radikal.ru/d21/2004/6f/67f0ad498ecf.png
Шахматист / Fahim;Франция;драма, комедия, биография;2019;01:48:02;;нет;нет;;Изабель Нанти, Жерар Депардье, Ассад Ахмед, Мизанур Рахаман, Сара Туффик Отман-Шмитт, Виктор Эрру, Тьяго Туби, Александр Нод, Пьер Гомме;Фахим – очень талантливый мальчик из Бангладеш. Он занимается шахматами и в своем возрасте добился немалых успехов. Однажды ему приходится покинуть свою родину, и они с отцом отправляются в Европу. Оказавшись в Париже, Фахим встречает нового знакомого. Этим новым другом становится ворчливый Сильвиан, который тоже играет в шахматы и считается одним из сильнейших французских гроссмейстеров. Поначалу они очень плохо понимали друг друга и соперничали, но постепенно между ними образовалась крепкая искренняя дружба. И каждый из них обрел новый смысл жизни. А успех не заставил себя долго ждать.;BDRip | Fahim.2019.BDREMUX.1080p.seleZen;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1541 kbps avg, 0.29 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;https://d.radikal.ru/d14/2003/8b/7efad0a53281.jpg
не жили вообще;;;;;;;;;;;;;;;http://i89.fastpic.ru/big/2017/1017/54/0fe466b48bd2489621bceffd525af554.jpg
Опоссум / Possum;Великобритания;ужасы, триллер, драма;2018;01:25:28;;нет;нет;;Шон Харрис, Алан Армстронг, Саймон Бабб, Эндрю Тернер, Памела Кук;Кукольных дел мастер по имени Филип возвращается в дом своего детства. Дом хранит множество детских переживаний и секретов. Сражаясь с внутренними демонами, Филип пытается забыть ужасы прошлого и не совершить ошибок в настоящем.;;AVI;720x384 (1.88:1), 24.000 fps, XviD build 73 ~2233 kbps avg, 0.34 bit/pixel;48 kHz, AC3 Dolby Digital, 2/0 (L,R) ch, ~192 kbps;https://i2.imageban.ru/out/2019/03/10/5daf25638bac361c34eefaeb103b2265.jpg
"22 мили / Mile 22
«Призраки не играют по правилам»";;;;;;;;;;;;;;;https://i2.imageban.ru/out/2018/10/30/68ecaba4bd013b40543b5b841cd6130a.png
Поиск / Searching;;;;;;;;;;;;;;;https://i6.imageban.ru/out/2018/11/11/88faa5a02b45706e359637832f998802.jpg
Линия родства / Line of Descent;США;драма, комедия;2019;01:47:44;;нет;нет;Рохит Карн Батра / Rohit Karn Batra;;;;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~1544 kbps avg, 0.29 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;https://c.radikal.ru/c24/2004/9c/efc9428052b1.jpg
"Капкан / Crawl
«Если тебя не убьёт ураган... это сделают они»";;;;;;;;;;;;;;;https://c.radikal.ru/c35/1910/d7/3ea34dcde1e1.jpg
Убийца 2. Против всех / Sicario 2: Soldado / Sicario: Day of the Soldado;США;боевик, триллер, драма, криминал;2018;01:57:05;;нет;нет;;Бенисио Дель Торо, Джош Бролин, Изабела Монер, Джеффри Донован, Кэтрин Кинер, Мануэль Рульфо, Мэттью Модайн, Шей Уигэм, Элиас Гарза, Ховард Фергюсон мл.;Спецагент ЦРУ получает приказ вести сложную и крайне опасную операцию по борьбе с мексиканскими наркобаронами. Из-за этого бизнеса в США погибло много людей, и, если это не остановить, смерть будет распространяться со скоростью вируса по всей стране. Правительства США дает разрешение на самые экстремальные методы противодействия, и Мэтт начинает войну с двумя крупнейшими картелями Мексики. Команда Мэтта похищает дочку главы одного из картелей. В какой-то момент команда понимает, что ведет борьбу не только с наркоторговцами, но и с властью Мексики, что еще больше усложняет положение Мэтта и правительств двух стран...;;AVI;720x304 (2.37:1), 25 fps, XviD build 73 ~1328 kbps avg, 0.24 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~448 kbps;https://i5.imageban.ru/out/2019/01/19/8e3caa549d491bf06e7714bc8376abc7.jpg
Незваный гость / The Intruder;США;ужасы, триллер, драма, детектив;2019;01:42:00;;русские (forced, full), английские (full, SDH);английский;Деон Тейлор / Deon Taylor;;Молодая пара покупает большой дом, но вскоре выясняется, что прежний владелец не желает с ним расставаться.;BDRip | The.Intruder.2019.BDREMUX.1080p.seleZen;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~2153 kbps avg, 0.41 bit/pixel;"48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~448 kbps | <span class=""post-b""><span class=""p-color"" style=""color: red;"">RUS</span></span>";https://i1.imageban.ru/out/2019/07/21/f6621cd6972ac19fc54e7e03ce6792d3.jpg
El Camino: Во все тяжкие / Путь: Во все тяжкие / El Camino: A Breaking Bad Movie;;;;;;;;;;;;;;;https://b.radikal.ru/b29/1910/f3/18e5090df73a.jpg
Брекзит / Брексит / Brexit: The Uncivil War;Великобритания;драма, биография, история;2019;01:32:34;;русские (forced, full), английские;английский;Тоби Хэйнс / Toby Haynes;Бенедикт Камбербэтч, Рори Киннер, Лиз Уайт, Кайл Соллер, Джей Симпсон, Джон Хеффернан, Ли Бордман, Оливер Молтман, Марк Декстер, Николас Дэй;Взгляд «за кулисы» британского референдума 2016 года, когда было принято решение о выходе Великобритании из Евросоюза. Одним из главных пропагандистов, повлиявших на мнение голосующих, стал политический стратег Доминик Каммингс, который возглавил победоносную агитационную кампанию Vote Leave - «Голосуй за выход».;;AVI;720x400 (1.80:1), 25 fps, XviD build 73 ~2343 kbps avg, 0.33 bit/pixel;;https://c.radikal.ru/c35/2004/13/201f511f0695.png
Опасный бизнес / Gringo;;;;;;;;;;;;;;;https://i4.imageban.ru/out/2018/11/04/232aca5b79791d819590d15f9b9e2a2d.png
Удивительный мир Марвена / Welcome to Marwen;США;фэнтези, драма, комедия, биография;2018;01:55:56;;русские (forced, full), английские (full, SDH);английский;;Стив Карелл, Фальк Хеншел, Мэтт О`Лири, Николай Вич, Патрик Роккас, Александр Лоу, Эйса Гонсалес, Лесли Земекис, Мерритт Уивер, Гвендолин Кристи;История о жертве уличного нападения Марке Хоганкэмпе, который оправлялся от психологической травмы с помощью «кукольной» терапии. Во дворе своего дома он выстроил игрушечный город времён Второй мировой войны и населил его фигурками, похожими на реальных людей из своего прошлого.;BDRip | WELCOME_TO_MARVEN_2018_EUR_BLUEBIRD;AVI;720x304 (2.37:1), 23.976 fps, XviD build 73 ~1912 kbps avg, 0.36 bit/pixel;"48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps | <span class=""post-b""><span class=""p-color"" style=""color: darkgreen;"">RUS</span></span>";https://i6.imageban.ru/out/2019/06/07/4b604f8cd02174df41bab94f6f94ec61.png
Эскобар / Loving Pablo;Испания, Болгария, США;биография, драма, криминал;2017;01:46:00;;нет;нет;;Хавьер Бардем, Пенелопа Крус, Питер Сарсгаард, Жульет Рестрепо, Оскар Хаенада, Фреди Йэт, Рикардо Ниньо, Педро Кальво, Джованни Альварез, Дэвид Валенсиа;История восхождения Пабло Эскобара - его стремительного пути к миллиардам, могуществу и непростительным преступлениям. Во всесильного наркобарона влюбляется журналистка, чьи мемуары положены в основу фильма.;BDRip | Loving.Pablo.2018.bdremuX.108Op.werecut.PROD;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~1585 kbps avg, 0.30 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;http://i2.imageban.ru/out/2018/08/25/907b06c870ce510343484eda7031b128.jpg
Она придёт сегодня ночью / Tonight She Comes;США;ужасы;2016;01:21:33;;нет;нет;;Фрэнки Рэй, Дженна Макдональд, Адам Хартли, Натан Эввейн, Дал Николь, Брок Рассел, Лариса Уайт, Камиша Коттон;Прошлой ночью её похитили. Утром принесли в жертву. Сегодня ночью она оживёт. А все остальные умрут.;;AVI;720x384 (1.88:1), 23.976 fps, XviD build 73 ~2099 kbps avg, 0.32 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~448 kbps;http://i6.imageban.ru/out/2018/05/03/55b5d2b811e2f2e989e14d044645ac41.jpg
Белый, белый день / Hvítur, hvítur dagur / A White, White Day;Исландия, Дания, Швеция;драма;2019;01:48:40;;"русские (hardsub) - <span class=""post-b""><span class=""p-color"" style=""color: darkgreen;"">iTunes</span></span>";исландский;Хлинюр Палмасон / Hlynur Palmason;;Овдовевший начальник полиции из провинциального исландского городка начинает подозревать, что погибшая в автомобильной катастрофе жена была ему неверна. Постепенно навязчивая идея узнать правду все сильнее овладевает мужчиной, и он неизбежно подвергает опасности себя и своих близких.;;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~1526 kbps avg, 0.29 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;https://c.radikal.ru/c16/2004/82/99b7c624409a.jpg
Нотр-Дам / Notre Dame;Франция, Бельгия;комедия;2019;01:29:45;;нет;нет;Валери Донзелли / Valérie Donzelli;Валери Донзелли, Пьер Деладоншам, Томас Шимека, Були Ланнерс, Виржини Ледуайен, Изабель Канделье, Филипп Катрин, Клод Перрон, Самир Гесми, Полин Серийе;Суматошный мир парижанки Мод почти полностью состоит из неудобных вопросов, прихотей бывшего мужа и придирок истеричного начальника. Несмотря на это, Мод успевает заботиться о двух детях и заниматься архитектурой — и случайно выигрывает конкурс на реставрацию площади великого собора Нотр-Дам. Эта забавная ошибка позволяет Мод не только заново построить свою карьеру, но и начать романтическое приключение в лучшем месте для любви — Париже.;;AVI;704x384 (1.83:1), 24.000 fps, XviD build 73 ~1928 kbps avg, 0.30 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;https://a.radikal.ru/a26/2004/a2/5fa1c76d0e66.png
"Титан / The Titan
«Сверхчеловек или чужой?»";;;;;;;;;;;;;;;http://i105.fastpic.ru/big/2018/0505/a1/_e92820357fb6d21896b421eebf8716a1.png
Глубокое синее море 2 / Deep Blue Sea 2;США;ужасы, фантастика, боевик;2018;"01:33:59<span class=""post-br"">";;нет;нет;Дэрин Скотт / Darin Scott;;;;AVI;720x400 (1.80:1), 23.976 fps, XviD build 73 ~2017 kbps avg, 0.29 bit/pixel;48 kHz, AC3 Dolby Digital, 2/0 (L,R) ch, ~192 kbps;http://i3.imageban.ru/out/2018/04/21/a8e3cc3c8737869aeb1c0315ba498962.png
Снеговик / The Snowman;Великобритания, США, Швеция;ужасы, триллер, драма, криминал, детектив;2017;01:59:15;;нет;нет;;Майкл Фассбендер, Ребекка Фергюсон, Шарлотта Генсбур, Йонас Карлссон, Michael Yates, Ронан Вайберт, Дж.К. Симмонс, Вэл Килмер, Давид Денсик, Тоби Джонс;В течение многих лет в день, когда выпадает первый снег, бесследно исчезают замужние женщины. Сложить все части загадочного пазла под силу только знаменитому детективу. Он потерял покой и сон, ведь время следующего снегопада неумолимо приближается.;BDRip | The.Snowman.2017.BDREMUX.1080p.ExKinoRay;AVI;720x384 (1.88:1), 23.976 fps, XviD build 73 ~1357 kbps avg, 0.20 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;http://i5.imageban.ru/out/2017/12/21/0c56c28caf3b10929d8ea0ee21ed3fba.png
Муза смерти / Muse;Испания, Ирландия, Бельгия, Франция;ужасы, мистика, триллер;2017;01:47:30;;нет;нет;;Эллиот Кауэн, Франка Потенте, Ана Улару, Леонор Уотлинг, Мануэла Вельес, Джоанн Уолли, Кристофер Ллойд, Стелла МакКаскер;Профессор литературы Самуэль Саломон год назад ушел с работы после трагической смерти подруги. Он страдает от повторяющегося ночного кошмара, в котором видит женщину, зверски убиваемую при странном ритуале. Неожиданно ту же самую женщину, которая появляется каждую ночь в его снах, находят мертвой при тех же самых обстоятельствах. Самуэль пробирается на место преступления и там встречает Рэйчел, которой тоже приснилось это убийство. Пытаясь сделать всё возможное, чтобы разгадать личность таинственной женщины, они попадут в страшный мир, которым управляют фигуры, вдохновляющие художников на протяжении веков — музы.;;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~1547 kbps avg, 0.29 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;http://i6.imageban.ru/out/2018/04/01/e712874faf4c00cd7a700d6de623ccf7.jpg
Титан / The Titan;Великобритания, США, Испания;фантастика;2018;01:37:17;;нет;нет;;Сэм Уортингтон, Тейлор Шиллинг, Том Уилкинсон, Агнесс Дейн, Натали Эммануэль, Кори Джонсон, Александр Йованович, Аарон Хеффернан, Натали Поса, Стивен Кри;Американский военный Рик принимает участие в грандиозной космической программе. Лучшие умы планеты пытаются создать сверхлюдей, которые после гибели Земли обеспечат продолжение существования человечества на планете Титан. Однако эксперимент по скрещиванию генов Homo sapiens с инопланетным существом приводит к совершенно непредсказуемым последствиям.;BDRip | Titan.2018.1080p.BluRay.REMUX.AVC.DTS-HD.MA.5.1-FGT;AVI;720x304 (2.37:1), 24.000 fps, XviD build 73 ~1750 kbps avg, 0.33 bit/pixel;48 kHz, AC3 Dolby Digital, 3/2 (L,C,R,l,r) + LFE ch, ~384 kbps;http://i6.imageban.ru/out/2018/05/04/52f6e07c6ba1f3d74a29d27cb4cad707.png
Подлинная история банды Келли / True History of the Kelly Gang;Великобритания, Франция, Австралия;криминал, биография, драма, вестерн;2019;02:05:07;;нет;нет;Джастин Курзель / Justin Kurzel;Джордж Маккэй, Рассел Кроу, Николас Холт, Эсси Дэвис, Джейкоб Коллинс-Леви, Шон Кинэн, Томасин МакКензи, Чарли Ханнэм, Клаудия Карван, Марлон Уильямс;1860-е, Австралия. Семья подростка Неда нищенствует, и мать не брезгует проституцией, чтобы прокормить детей. Когда отец умирает в тюрьме, куда он попал за украденную Недом коровью ногу, мальчик преисполняется чувством вины. Через некоторое время парень отправляется с новым знакомым матери Гарри Пауэром перегонять скот, но вскоре выясняет, что мать продала его бандиту, и Нед должен помогать Гарри одурачивать путников, чтобы их грабить и убивать. Так начинается путь во взрослую жизнь впоследствии известного разбойника Неда Келли.;;AVI;720x400 (1.80:1), 24.000 fps, XviD build 73 ~1465 kbps avg, 0.21 bit/pixel;48 kHz, AC3 Dolby Digital, 2/0 (L,R) ch, ~192 kbps;https://a.radikal.ru/a42/2004/21/8a21c8244e37.jpg
